SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,Deaf and uses sign language - total responses,Yes,No,% Yes,% No
Q36,London SHA,5NA,Redbridge ,F86060,NEWBURY GROUP PRACTICE,285,0,285,0%,100%
Q36,London SHA,5NA,Redbridge ,F86064,THE ELMHURST PRACTICE,251,2,249,1%,99%
Q36,London SHA,5NA,Redbridge ,F86066,SOUTHDENE SURGERY,356,1,355,*,100%
Q36,London SHA,5NA,Redbridge ,F86068,THE LOXFORD PRACTICE,27,0,27,0%,100%
Q36,London SHA,5NA,Redbridge ,F86081,BARKINGSIDE MEDICAL CENTRE,373,3,370,1%,99%
Q36,London SHA,5NA,Redbridge ,F86082,ILFORD LANE SURGERY,177,1,176,1%,99%
Q36,London SHA,5NA,Redbridge ,F86083,THE EASTERN AVENUE MEDICAL CENTRE,269,2,267,1%,99%
Q36,London SHA,5NA,Redbridge ,F86084,THE GARDEN SURGERY,157,0,157,0%,100%
Q36,London SHA,5NA,Redbridge ,F86085,HAINAULT SURGERY,83,0,83,0%,100%
Q36,London SHA,5NA,Redbridge ,F86087,GOODMAYES MEDICAL CENTRE,316,1,315,*,100%
Q36,London SHA,5NA,Redbridge ,F86612,THE FULLWELL AVENUE SURGERY,86,0,86,0%,100%
Q36,London SHA,5NA,Redbridge ,F86624,THE HEATHCOTE PRIMARY CARE CENTRE,214,0,214,0%,100%
Q36,London SHA,5NA,Redbridge ,F86635,SPEARPOINT SURGERY,343,1,342,*,100%
Q36,London SHA,5NA,Redbridge ,F86637,SEVEN KINGS PRACTICE,287,1,286,*,100%
Q36,London SHA,5NA,Redbridge ,F86641,THE SHRUBBERIES MEDICAL CENTRE,293,1,292,*,100%
Q36,London SHA,5NA,Redbridge ,F86642,CASTLETON ROAD HEALTH CENTRE,236,2,234,1%,99%
Q36,London SHA,5NA,Redbridge ,F86652,THE DRIVE SURGERY,191,3,188,2%,98%
Q36,London SHA,5NA,Redbridge ,F86655,THE COURTLAND SURGERY,248,2,246,1%,99%
Q36,London SHA,5NA,Redbridge ,F86657,YORK ROAD SURGERY,197,1,196,1%,99%
Q36,London SHA,5NA,Redbridge ,F86658,THE SIDDIQUE PRACTICE,277,0,277,0%,100%
Q36,London SHA,5NA,Redbridge ,F86675,RODING (LANE) SURGERY,88,0,88,0%,100%
Q36,London SHA,5NA,Redbridge ,F86680,FERNDALE SURGERY,102,0,102,0%,100%
Q36,London SHA,5NA,Redbridge ,F86691,CLAYHALL CLINIC,347,0,347,0%,100%
Q36,London SHA,5NA,Redbridge ,F86692,MATHUKIA'S SURGERY,73,2,71,3%,97%
Q36,London SHA,5NA,Redbridge ,F86698,CRANBROOK SURGERY,204,1,203,*,100%
Q36,London SHA,5NA,Redbridge ,F86702,ST CLEMENT'S SURGERY,96,1,95,1%,99%
Q36,London SHA,5NA,Redbridge ,F86703,THE REDBRIDGE SURGERY,194,0,194,0%,100%
Q36,London SHA,5NA,Redbridge ,F86704,PAULZ SURGERY,195,0,195,0%,100%
Q36,London SHA,5NA,Redbridge ,F86707,FENCE PIECE ROAD MEDICAL CENTRE,249,1,248,*,100%
Q36,London SHA,5NA,Redbridge ,F86731,ALDERSBROOK MEDICAL CENTRE,283,0,283,0%,100%
Q36,London SHA,5NA,Redbridge ,Y00090,THE DOCTORS HOUSE,327,1,326,*,100%
Q36,London SHA,5NA,Redbridge ,Y00155,GROVE SURGERY,287,4,283,1%,99%
Q36,London SHA,5NA,Redbridge ,Y00918,GRANVILLE MEDICAL CENTRE,322,2,320,1%,99%
Q36,London SHA,5NA,Redbridge ,Y02987,THE PRACTICE LOXFORD,79,0,79,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86001,THE FIRS,150,0,150,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86004,HANDSWORTH MEDICAL PRACTICE,98,0,98,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86005,THE PENRHYN SURGERY,418,2,416,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86006,DR S PHILLIPS AND DR M PATEL PRACTICE,224,2,222,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86011,THE MANOR PRACTICE,323,1,322,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86018,THE ECCLESBOURNE PRACTICE,338,1,337,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86026,THE FOREST SURGERY,323,3,320,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86030,QUEENS ROAD MEDICAL CENTRE,196,3,193,2%,98%
Q36,London SHA,5NC,Waltham Forest ,F86036,THE ALLUM MEDICAL CENTRE,203,2,201,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86038,SMA MEDICAL PRACTICE,274,1,273,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86044,CRAWLEY ROAD MEDICAL CENTRE,271,0,271,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86045,HIGH ROAD SURGERY,142,0,142,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86049,DR UDUKU PRACTICE,159,3,156,2%,98%
Q36,London SHA,5NC,Waltham Forest ,F86058,ST JAMES MEDICAL PRACTICE LIMITED,332,2,330,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86062,GROVE SURGERY,275,5,270,2%,98%
Q36,London SHA,5NC,Waltham Forest ,F86067,YORK ROAD MEDCIAL PRACTICE,100,0,100,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86073,LEYTON GREEN NEIGHBOURHOOD HS,319,5,314,2%,98%
Q36,London SHA,5NC,Waltham Forest ,F86074,LEYTON HEALTHCARE,350,2,348,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86078,THE RIDGEWAY SURGERY,330,0,330,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86086,DR DHITAL PRACTICE,351,4,347,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86088,THE LYNDHURST SURGERY,284,1,283,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86607,ADDISON ROAD MEDICAL PRACTICE,237,0,237,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86616,THE OLD CHURCH SURGERY,141,0,141,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86621,DR MOHAMMED GREEN MAN MEDICAL CENTRE,358,2,356,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86625,AGARWAL PRACTICE,324,2,322,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86626,DR SHANTIR PRACTICE,348,3,345,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86627,CHURCHILL MEDICAL CENTRE,248,1,247,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86638,THE MICROFACULTY,253,0,253,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86639,THATCHED HOUSE MEDICAL CENTRE,283,4,279,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86644,WALTHAM FOREST COMM & FAM HTH SERV LTD,378,3,375,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86650,LIME TREE SURGERY,274,2,272,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86664,LARKSHALL MEDICAL CENTRE,242,1,241,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86666,HARROW ROAD SURGERY,311,5,306,2%,98%
Q36,London SHA,5NC,Waltham Forest ,F86679,HIGHAM HILL SURGERY,196,1,195,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86686,HAYAT MEDICAL CENTRE,225,2,223,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86689,DR BAILEY PRACTICE,98,0,98,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86696,FRANCIS ROAD MEDICAL CENTRE,144,3,141,2%,98%
Q36,London SHA,5NC,Waltham Forest ,F86699,DR SIDDIQUI PRACTICE,185,1,184,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86700,KINGS HEAD MEDICAL PRACTICE,151,0,151,0%,100%
Q36,London SHA,5NC,Waltham Forest ,F86701,KIYANI MEDICAL PRACTICE,302,3,299,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86705,LANGTHORNE SHARMA FAMILY PRACTICE,282,2,280,1%,99%
Q36,London SHA,5NC,Waltham Forest ,F86708,CLAREMONT MEDICAL CENTRE,203,1,202,*,100%
Q36,London SHA,5NC,Waltham Forest ,F86712,HAMPTON MEDICAL CENTRE,159,0,159,0%,100%
Q36,London SHA,5NC,Waltham Forest ,Y00092,VICARAGE ROAD MEDICAL CENTRE,244,6,238,2%,98%
Q36,London SHA,5NC,Waltham Forest ,Y01291,CHINGFORD MEDICAL PRACTICE,272,1,271,*,100%
Q36,London SHA,5NC,Waltham Forest ,Y01839,SINNOTT ROAD SURGERY,318,1,317,*,100%
Q36,London SHA,5NC,Waltham Forest ,Y02585,ORIENT PRACTICE,155,6,149,4%,96%
Q36,London SHA,TAK,Bexley Care Trust,G83002,THE WESTWOOD SURGERY,386,0,386,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83004,BARNARD MEDICAL PRACTICE,367,1,366,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83005,CAIRNGALL MEDICAL PRACTICE,378,2,376,1%,99%
Q36,London SHA,TAK,Bexley Care Trust,G83006,THE ALBION SURGERY,261,0,261,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83009,BELLEGROVE SURGERY,111,0,111,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83010,NORTHUMBERLAND HEATH MED.CTR.,337,1,336,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83018,LAKESIDE MEDICAL PRACTICE,303,1,302,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83024,INGLETON AVENUE SURGERY,120,1,119,1%,99%
Q36,London SHA,TAK,Bexley Care Trust,G83025,WELLING MEDICAL PRACTICE,370,0,370,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83028,UPPER WICKHAM LANE SURGERY,304,3,301,1%,99%
Q36,London SHA,TAK,Bexley Care Trust,G83029,PLAS MEDDGY SURGERY,97,0,97,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83033,DR THAVAPALAN AND PARTNERS,400,1,399,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83037,BULBANKS MEDICAL CENTRE,135,0,135,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83043,THE PARKSIDE,288,0,288,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83046,BURSTED WOOD SURGERY,316,0,316,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83047,STATION ROAD SURGERY,342,1,341,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83049,DR MALPASS AND PARTNERS,246,1,245,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83052,BELVEDERE MEDICAL CENTRE,236,1,235,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83053,BEXLEY MEDICAL GROUP,331,0,331,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83057,WOODLANDS SURGERY,236,0,236,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83061,CROOK LOG SURGERY,354,0,354,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83062,SLADE GREEN MEDICAL CTR.,327,1,326,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83064,THANET ROAD SURGERY,289,0,289,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83066,SIDCUP MEDICAL CENTRE,404,0,404,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83605,BEDSIDE MANOR,248,0,248,0%,100%
Q36,London SHA,TAK,Bexley Care Trust,G83621,CRAYFORD MEDICAL CENTRE,95,1,94,1%,99%
Q36,London SHA,TAK,Bexley Care Trust,G83630,"DR V S PATEL, ERITH HEALTH CENTRE",187,1,186,1%,99%
Q36,London SHA,TAK,Bexley Care Trust,G83642,CRAYFORD TOWN SURGERY,305,1,304,*,100%
Q36,London SHA,TAK,Bexley Care Trust,G83672,MILL ROAD SURGERY,145,1,144,1%,99%
Q36,London SHA,TAK,Bexley Care Trust,Y02831,BEXLEY NORTH HEALTH CENTRE,94,1,93,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82009,BALMORAL RD SURGERY,16,0,16,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82010,GUN LANE MEDICAL CENTRE SURGERY A,145,0,145,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82011,THE SUNLIGHT CENTRE,334,2,332,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82014,WOODLANDS FAMILY PRACTICE,382,0,382,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82051,CITY WAY SURGERY,445,1,444,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82077,THE ELMS MEDICAL CENTRE,310,0,310,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82095,THORNDIKE SURGERY,317,2,315,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82100,HIGHCLIFFE MEDICAL PRACT.,130,0,130,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82106,RIVERSIDE MEDICAL PRACT.,236,0,236,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82108,KING GEORGE ROAD SURGERY,386,2,384,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82109,THE RAILSIDE SURGERY,432,1,431,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82113,STONECROSS AND WEST DRIVE SURGERY,376,1,375,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82123,BALMORAL GARDENS,225,2,223,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82129,THE GLEBE FAMILY PRACTICE,213,1,212,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82133,ST.MARY'S MEDICAL CENTRE,416,0,416,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82139,MAIDSTONE RD CHATHAM SURGERY,263,0,263,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82154,THAMES AVE SURGERY,380,0,380,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82161,WALDERSLADE VILLAGE SURG.,326,0,326,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82162,RAINHAM HEALTHY LIVING CENTRE,340,0,340,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82176,WEST DRIVE SURGERY,16,0,16,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82180,MAIDSTONE RD RAINHAM SURGERY,216,1,215,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82184,WALTHAM ROAD MEDICAL CENTRE,195,3,192,2%,98%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82198,GUN LANE MEDICAL CENTRE SURGERY SI,200,0,200,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82203,COURT VIEW SURGERY,356,1,355,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82226,WIGMORE MEDICAL CENTRE,389,0,389,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82230,LORDSWOOD HEALTH CENTRE  SURGERY S,375,1,374,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82233,ST.WERBURGH MED.PRACTICE,241,0,241,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82600,EASTCOURT LANE SURGERY,99,0,99,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82622,THE SURGERY RAILWAY STREET,355,0,355,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82631,"BRYANT STREET MEDICAL CTR, SURGERY C",337,3,334,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82635,PUMP LANE SURGERY,153,0,153,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82644,WYVILL CLOSE SURGERY,198,0,198,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82653,ROCHESTER HEALTH CENTRE  SURGERY T,125,0,125,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82656,TUNBURY AVENUE SURGERY,317,1,316,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82664,KIRAN VIRDEE MEDICAL CTR.,33,0,33,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82670,ROCHESTER HEALTH CENTRE  SURGERY E,152,0,152,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82676,NEW ROAD SURGERY,198,1,197,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82679,APEX MEDICAL CENTRE,239,1,238,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82697,THE CHURCHILL CLINIC,311,0,311,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82704,THE CHURCH VIEW PRACTICE,163,0,163,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82706,BROMPTON MEDICAL CENTRE,139,1,138,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82708,MARLOWE PARK MEDICAL CTR.,175,0,175,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82711,BORSTAL VILLAGE SURGERY,108,0,108,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82718,THE BROADWAY SURGERY,170,0,170,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82719,MATRIX MEDICAL CENTRE,425,0,425,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82721,PARKWOOD FAMILY PRACTICE,417,0,417,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82727,MALLING HEALTH 1,306,2,304,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82737,PARKWOOD HEALTH CENTRE SURGERY A,107,0,107,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82739,WALDERSLADE MEDICAL CTR. SURGERY P,230,2,228,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82740,WALDERSLADE MEDICAL CTR. SURGERY D,18,0,18,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82741,PRINCES PARK MEDICAL CTR,372,1,371,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82744,THE HALFWAY SURGERY,173,1,172,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82753,THE KINGS FAMILY PRACTICE,355,3,352,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82762,UPPER CANTERBURY ST SURGERY,194,6,188,3%,97%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82763,NAPIER ROAD SURGERY,203,0,203,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82764,THE ESPLANADE SURGERY,281,1,280,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82766,ROCHESTER HEALTH CENTRE  SURGERY D,201,1,200,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82775,DR M DHARAN & PARTNER,197,2,195,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82795,GUN LANE MEDICAL CENTRE SURGERY ST,178,0,178,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82820,WAYFIELD ROAD SURGERY,257,0,257,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,G82821,BRYANT STREET MEDICAL CTR SURGERY K,301,1,300,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,Y00198,THE PARKS MEDICAL PRACT.,274,1,273,*,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,Y00449,ST.MARY'S ISLAND SURGERY,303,0,303,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,Y02461,DMC WALDERSLADE SURGERY,97,0,97,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,Y02462,DULWICH HEALTH MEDICAL CENTRE,242,0,242,0%,100%
Q37,South East Coast SHA,5L3,Medway Teaching ,Y02471,COLLEGE HEALTH BOOTS,161,1,160,1%,99%
Q37,South East Coast SHA,5L3,Medway Teaching ,Y02472,COLLEGE HEALTH STERLING,216,1,215,*,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81001,HOVE MEDICAL CENTRE,376,1,375,*,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81005,EATON PLACE SURGERY,170,0,170,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81006,ARDINGLY COURT  SURGERY,94,1,93,1%,99%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81009,SACKVILLE ROAD SURGERY,266,0,266,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81011,ST.PETER'S MEDICAL CENTRE,157,0,157,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81014,CARDEN SURGERY,272,0,272,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81018,PRESTON PARK SURGERY,273,1,272,*,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81020,CHILVERS MCCREA MEDICAL CENTRE,105,0,105,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81028,PARK CRESCENT NEW SURGERY,245,0,245,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81034,CHARTER MEDICAL CENTRE,108,0,108,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81036,WARMDENE SURGERY,252,0,252,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81038,STANFORD MEDICAL CENTRE,116,0,116,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81042,BEACONSFIELD SURGERY,152,0,152,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81044,MONTPELIER SURGERY,219,1,218,*,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81046,PORTSLADE HEALTH CENTRE,180,1,179,1%,99%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81047,SEVEN DIALS MEDICAL CENTRE,305,1,304,*,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81054,PAVILION SURGERY,232,1,231,*,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81063,LEWES ROAD SURGERY,70,0,70,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81065,WOODINGDEAN SURGERY,247,0,247,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81070,CENTRAL HOVE SURGERY,222,0,222,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81071,UNIVERSITY OF SUSSEX HEALTH CENTRE,77,0,77,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81073,MILE OAK MEDICAL CENTRE,324,0,324,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81075,THE AVENUE SURGERY,148,1,147,1%,99%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81076,SALTDEAN AND ROTTINGDEAN MED PRACTICE,376,0,376,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81083,WISH PARK SURGERY,354,2,352,1%,99%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81090,ALBION STREET SURGERY,113,0,113,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81094,HOVE PARK VILLAS SURGERY,143,0,143,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81103,NORTH LAINE MEDICAL CENTRE,138,0,138,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81613,SCHOOL HOUSE SURGERY,240,2,238,1%,99%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81635,ST JAMES AVENUE SURGERY,33,0,33,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81636,BURWASH ROAD SURGERY,212,0,212,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81638,BRUNSWICK SURGERY,304,1,303,*,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81642,RIDGEWAY SURGERY,271,0,271,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81646,THE HAVEN PRACTICE,109,0,109,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81648,ELM GROVE MEDICAL CENTRE,128,2,126,2%,98%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81656,REGENCY SURGERY,207,0,207,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81661,WILLOW SURGERY,256,0,256,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81663,LINKS ROAD SURGERY,118,1,117,1%,99%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81667,ST LUKE'S SURGERY,96,0,96,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81669,BROADWAY SURGERY,106,0,106,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81676,WHITEHAWK MEDICAL PRACTICE,267,0,267,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81680,PORTSLADE COUNTY CLINIC,158,2,156,1%,99%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81684,MATLOCK ROAD SURGERY,139,0,139,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81687,GOODWOOD COURT MEDICAL CENTRE,102,0,102,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81689,BHH MORLEY STREET,55,0,55,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,G81694,SHIP STREET SURGERY,133,0,133,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,Y00079,HANGLETON MANOR SURGERY,345,0,345,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,Y02404,NEW LARCHWOOD SURGERY,53,0,53,0%,100%
Q37,South East Coast SHA,5LQ,Brighton and Hove City ,Y02676,BRIGHTON STATION HEALTH CENTRE,147,0,147,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81002,KNOWLE GREEN SURGERY,202,0,202,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81003,SUNBURY HEALTH CENTRE,234,0,234,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81004,SHEPPERTON MEDICAL PRACTICE,102,0,102,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81005,POND TAIL SURGERY,148,0,148,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81006,AUSTEN ROAD SURGERY,217,0,217,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81007,DE SOUZA & PARTNERS,390,2,388,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81009,STUDHOLME MEDICAL CENTRE,364,2,362,1%,99%
Q37,South East Coast SHA,5P5,Surrey ,H81010,GUILDOWNS,240,0,240,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81011,NORK CLINIC,226,0,226,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81013,FRIMLEY GREEN MEDICAL CTR,266,0,266,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81015,CHOBHAM&WEST END MEDICAL PRACTICE,315,1,314,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81016,FAIRFIELD MEDICAL CENTRE,242,0,242,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81017,ASHLEA MEDICAL PRACTICE,121,0,121,0%,100%
Q37,South East Coast SHA,5P5,Surrey ,H81019,SUNNY MEED SURGERY,249,1,248,*,100%
Q37,South East Coast SHA,5P5,Surrey ,H81020,FORT HOUSE SURGERY,277,0,277,0%,100%
