REF_DATE,GEO,DGUID,Measures,Sex,Age_group,Categories,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2015,Canada,2016A000011124,Low-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839899,1.1.3.7.2.3,42.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839900,1.2.1.1.1.1,52.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839901,1.2.1.1.1.2,48.1,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839902,1.2.1.1.1.3,57.7,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839903,1.2.1.1.2.1,47.1,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839904,1.2.1.1.2.2,42.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839905,1.2.1.1.2.3,51.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839906,1.2.1.2.1.1,15,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839907,1.2.1.2.1.2,9.4,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839908,1.2.1.2.1.3,23.1,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839909,1.2.1.2.2.1,85,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839910,1.2.1.2.2.2,76.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839911,1.2.1.2.2.3,90.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839912,1.2.1.3.1.1,16.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839913,1.2.1.3.1.2,12.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839914,1.2.1.3.1.3,21,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839915,1.2.1.3.2.1,83.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839916,1.2.1.3.2.2,79,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839917,1.2.1.3.2.3,87.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108839918,1.2.1.4.1.1,29.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839919,1.2.1.4.1.2,22,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839920,1.2.1.4.1.3,38,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108839921,1.2.1.4.2.1,70.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839922,1.2.1.4.2.2,62,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839923,1.2.1.4.2.3,78,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108839930,1.2.1.6.1.1,69.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839931,1.2.1.6.1.2,62.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839932,1.2.1.6.1.3,75.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108839933,1.2.1.6.2.1,30.7,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839934,1.2.1.6.2.2,24.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839935,1.2.1.6.2.3,37.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839936,1.2.1.7.1.1,94.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839937,1.2.1.7.1.2,89.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839938,1.2.1.7.1.3,97.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839939,1.2.1.7.2.1,5.6,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839940,1.2.1.7.2.2,2.8,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839941,1.2.1.7.2.3,10.8,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839942,1.2.2.1.1.1,59.1,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839943,1.2.2.1.1.2,53.7,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839944,1.2.2.1.1.3,64.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839945,1.2.2.1.2.1,40.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839946,1.2.2.1.2.2,35.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839947,1.2.2.1.2.3,46.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839948,1.2.2.2.1.1,13.4,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839949,1.2.2.2.1.2,8.6,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839950,1.2.2.2.1.3,20.2,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839951,1.2.2.2.2.1,86.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839952,1.2.2.2.2.2,79.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839953,1.2.2.2.2.3,91.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839954,1.2.2.3.1.1,19.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839955,1.2.2.3.1.2,14.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839956,1.2.2.3.1.3,25.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839957,1.2.2.3.2.1,80.7,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839958,1.2.2.3.2.2,74.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839959,1.2.2.3.2.3,85.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108839960,1.2.2.4.1.1,36.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839961,1.2.2.4.1.2,26.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839962,1.2.2.4.1.3,47.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108839963,1.2.2.4.2.1,63.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839964,1.2.2.4.2.2,52.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839965,1.2.2.4.2.3,73.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108839972,1.2.2.6.1.1,79.7,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839973,1.2.2.6.1.2,70.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839974,1.2.2.6.1.3,86.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108839975,1.2.2.6.2.1,20.3,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839976,1.2.2.6.2.2,13.6,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839977,1.2.2.6.2.3,29.1,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839978,1.2.2.7.1.1,98.7,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839979,1.2.2.7.1.2,97.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839980,1.2.2.7.1.3,99.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839981,1.2.2.7.2.1,1.3,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839982,1.2.2.7.2.2,0.6,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839983,1.2.2.7.2.3,2.5,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839984,1.2.3.1.1.1,46.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839985,1.2.3.1.1.2,40.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839986,1.2.3.1.1.3,52.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839987,1.2.3.1.2.1,53.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839988,1.2.3.1.2.2,47.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839989,1.2.3.1.2.3,59.2,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839990,1.2.3.2.1.1,16.7,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839991,1.2.3.2.1.2,9.7,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839992,1.2.3.2.1.3,27.2,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839993,1.2.3.2.2.1,83.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839994,1.2.3.2.2.2,72.8,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839995,1.2.3.2.2.3,90.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839996,1.2.3.3.1.1,13,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839997,1.2.3.3.1.2,7.7,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839998,1.2.3.3.1.3,21,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839999,1.2.3.3.2.1,87,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840000,1.2.3.3.2.2,79,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840001,1.2.3.3.2.3,92.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108840002,1.2.3.4.1.1,22.1,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840003,1.2.3.4.1.2,12.5,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840004,1.2.3.4.1.3,36,E,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108840005,1.2.3.4.2.1,77.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840006,1.2.3.4.2.2,64,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840007,1.2.3.4.2.3,87.5,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108840014,1.2.3.6.1.1,58.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840015,1.2.3.6.1.2,51.1,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840016,1.2.3.6.1.3,66.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108840017,1.2.3.6.2.1,41.1,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840018,1.2.3.6.2.2,33.7,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840019,1.2.3.6.2.3,48.9,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840020,1.2.3.7.1.1,90.4,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840021,1.2.3.7.1.2,80.3,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840022,1.2.3.7.1.3,95.6,,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840023,1.2.3.7.2.1,,F,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840024,1.2.3.7.2.2,,F,,,1
2015,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840025,1.2.3.7.2.3,,F,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840026,1.3.1.1.1.1,34.8,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840027,1.3.1.1.1.2,32.8,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840028,1.3.1.1.1.3,36.8,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840029,1.3.1.1.2.1,65.2,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840030,1.3.1.1.2.2,63.2,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840031,1.3.1.1.2.3,67.2,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108840032,1.3.1.2.1.1,9.5,E,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840033,1.3.1.2.1.2,6,E,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840034,1.3.1.2.1.3,14.7,E,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108840035,1.3.1.2.2.1,90.5,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840036,1.3.1.2.2.2,85.3,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840037,1.3.1.2.2.3,94,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108840038,1.3.1.3.1.1,7.7,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840039,1.3.1.3.1.2,5.8,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840040,1.3.1.3.1.3,10.2,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108840041,1.3.1.3.2.1,92.3,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840042,1.3.1.3.2.2,89.8,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840043,1.3.1.3.2.3,94.2,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108840044,1.3.1.4.1.1,12.6,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840045,1.3.1.4.1.2,10.3,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840046,1.3.1.4.1.3,15.3,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108840047,1.3.1.4.2.1,87.4,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840048,1.3.1.4.2.2,84.7,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840049,1.3.1.4.2.3,89.7,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108840056,1.3.1.6.1.1,43.9,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840057,1.3.1.6.1.2,38.8,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840058,1.3.1.6.1.3,49,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108840059,1.3.1.6.2.1,56.1,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840060,1.3.1.6.2.2,51,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840061,1.3.1.6.2.3,61.2,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840062,1.3.1.7.1.1,76.7,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840063,1.3.1.7.1.2,72.7,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840064,1.3.1.7.1.3,80.3,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840065,1.3.1.7.2.1,23.3,,,,1
2015,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840066,1.3.1.7.2.2,19.7,,,,1
